index,temperature,rainfall,humidity
4766,119.06,70.63,88.35
4767,102.9,91.75,26.43
4768,11.68,196.31,71.78
4769,84.76,39.86,41.73
4770,41.47,13.05,98.25
4771,0.84,171.88,36.9
4772,48.42,173.69,10.65
4773,28.17,94.42,56.41
4774,98.26,102.84,23.57
4775,40.48,167.16,14.0
4776,99.3,147.71,72.84
4777,0.07,53.03,75.9
4778,36.94,3.38,51.46
4779,28.94,95.94,70.92
4780,28.03,171.78,58.44
4781,8.18,179.17,66.68
4782,22.45,191.25,63.7
4783,66.67,175.91,69.92
4784,34.96,116.01,27.97
4785,50.09,88.92,34.18
4786,45.22,154.97,49.6
4787,105.11,147.96,50.15
4788,108.64,107.63,79.7
4789,59.15,17.47,43.07
4790,39.62,185.22,24.63
4791,12.82,91.12,32.63
4792,114.41,72.67,29.33
4793,7.23,125.91,75.85
4794,35.72,134.77,52.33
4795,35.77,42.14,73.78
4796,38.45,167.39,47.46
4797,19.71,57.99,90.08
4798,93.98,37.34,98.52
4799,14.7,81.28,70.29
4800,76.19,146.11,87.74
4801,14.86,193.09,55.71
4802,8.46,161.86,94.12
4803,109.13,188.07,84.84
4804,22.82,28.12,99.26
4805,98.55,14.24,66.08
4806,65.36,111.54,80.13
4807,9.34,58.06,58.86
4808,114.65,165.61,33.32
4809,29.64,134.4,41.93
4810,103.16,194.15,90.46
4811,20.26,50.96,15.04
4812,102.47,97.16,63.23
4813,1.59,100.25,43.52
4814,61.41,47.84,44.8
4815,92.33,118.02,89.61
4816,112.18,88.66,86.84
4817,109.1,89.34,63.9
4818,98.35,72.55,34.56
4819,106.58,3.39,52.79
4820,23.91,104.42,46.75
4821,34.1,67.05,41.83
4822,34.68,0.26,19.25
4823,45.25,61.59,58.88
4824,47.2,55.73,37.16
4825,65.35,78.69,69.47
4826,19.19,26.37,38.73
4827,82.95,101.54,48.8
4828,20.11,138.49,14.71
4829,37.24,126.04,99.33
4830,60.4,160.75,55.68
4831,95.57,90.4,12.18
4832,88.74,103.82,58.71
4833,77.46,162.08,88.33
4834,18.69,85.54,79.53
4835,65.65,140.32,73.08
4836,10.49,86.92,22.55
4837,45.28,83.55,69.2
4838,49.62,152.04,78.97
4839,4.78,34.97,61.52
4840,32.88,67.72,90.35
4841,114.68,44.83,34.93
4842,114.44,71.82,31.79
4843,42.28,46.07,88.26
4844,5.17,115.88,66.29
4845,21.49,159.63,10.13
4846,47.07,157.32,41.78
4847,113.73,72.9,87.21
4848,16.94,197.75,12.46
4849,91.62,118.77,10.29
4850,13.04,79.88,35.31
4851,117.75,167.11,92.26
4852,45.79,145.97,91.13
4853,93.03,149.86,56.69
4854,41.11,39.23,59.79
4855,75.32,93.66,39.88
4856,23.04,172.37,31.94
4857,17.52,100.81,83.37
4858,112.57,136.69,19.57
4859,110.12,117.59,53.86
4860,106.5,168.47,67.1
4861,75.05,56.91,19.33
4862,96.99,115.1,56.76
4863,8.28,24.65,61.98
4864,40.17,138.04,76.82
4865,37.64,146.39,31.14
4866,76.28,8.57,36.4
4867,42.71,135.16,61.26
4868,17.82,82.94,98.48
4869,71.58,24.82,29.57
4870,97.73,83.98,98.73
4871,45.85,38.85,74.29
4872,15.87,83.11,84.35
4873,23.6,76.87,18.07
4874,28.5,147.68,37.04
4875,35.99,154.84,15.2
4876,77.14,121.41,43.44
4877,72.11,4.54,98.32
4878,83.53,186.2,19.47
4879,43.5,137.25,60.61
4880,98.88,6.84,10.55
4881,24.49,163.77,74.14
4882,56.28,40.05,27.75
4883,96.11,115.84,21.66
4884,21.62,93.33,40.33
4885,13.18,83.97,79.39
4886,106.04,177.94,19.6
4887,41.15,87.47,30.69
4888,82.06,15.07,10.76
4889,3.04,189.33,97.16
4890,82.81,184.11,63.29
4891,37.93,136.89,74.79
4892,6.69,93.58,68.62
4893,73.18,18.57,22.99
4894,28.9,158.15,63.54
4895,46.42,15.1,21.83
4896,9.67,13.72,46.11
4897,17.66,107.48,61.21
4898,35.76,32.03,60.3
4899,10.77,1.55,20.72
4900,109.3,84.62,13.1
4901,0.73,27.44,81.84
4902,58.06,32.1,75.33
4903,14.79,15.38,17.36
4904,36.92,41.02,21.47
4905,111.13,143.1,90.33
4906,19.4,161.79,79.22
4907,115.9,90.51,99.65
4908,24.7,101.31,32.86
4909,88.99,6.53,53.9
4910,65.6,13.86,31.28
4911,106.14,51.51,66.05
4912,66.48,108.78,20.39
4913,64.15,147.91,21.45
4914,23.45,121.0,16.47
4915,19.95,78.43,72.42
4916,109.98,23.66,54.47
4917,39.34,156.15,65.6
4918,44.65,72.76,89.14
4919,91.18,147.21,76.63
4920,40.66,102.6,51.56
4921,114.25,147.73,98.59
4922,88.55,181.46,51.06
4923,71.69,184.21,20.12
4924,105.71,107.02,99.34
4925,5.95,102.3,12.05
4926,30.85,53.14,59.49
4927,55.8,187.16,37.82
4928,27.24,91.58,55.32
4929,89.27,25.52,60.28
4930,110.3,86.54,31.61
4931,50.85,25.41,60.12
4932,41.06,100.51,78.05
4933,115.39,112.26,33.99
4934,53.38,67.55,44.51
4935,58.69,14.33,34.14
4936,42.2,188.7,83.85
4937,109.15,154.67,75.25
4938,68.27,167.78,88.41
4939,91.46,73.37,25.3
4940,97.42,152.17,16.62
4941,41.02,97.07,20.74
4942,52.04,40.22,24.49
4943,101.82,24.88,57.98
4944,43.59,69.01,97.38
4945,95.27,27.51,42.15
4946,112.92,199.65,96.27
4947,74.79,9.84,13.44
4948,89.0,88.23,93.42
4949,96.61,90.42,26.3
4950,101.4,60.13,92.12
4951,47.41,114.27,15.06
4952,6.15,30.0,95.34
4953,48.23,156.78,28.07
4954,80.85,66.49,37.24
4955,54.04,118.27,54.18
4956,89.88,143.13,44.26
4957,42.84,177.81,70.08
4958,76.17,167.16,97.73
4959,22.37,121.66,64.58
4960,89.92,77.68,74.93
4961,65.48,100.64,17.92
4962,24.49,153.75,66.5
4963,35.03,175.51,50.85
4964,89.83,20.76,89.72
4965,57.91,76.97,44.94
4966,25.92,155.22,71.15
4967,116.07,86.33,30.53
4968,85.82,66.45,33.34
4969,114.86,82.26,43.85
4970,51.25,120.57,37.37
4971,57.01,199.96,32.85
4972,107.75,98.6,14.47
4973,63.01,41.7,85.31
4974,84.87,32.57,15.79
4975,30.26,8.47,89.86
4976,53.61,111.76,21.29
4977,14.81,108.91,15.87
4978,24.72,41.05,60.67
4979,0.11,139.07,55.22
4980,4.71,148.22,54.21
4981,117.27,51.82,61.71
4982,29.08,68.82,35.84
4983,79.6,198.09,69.67
4984,100.69,74.85,55.22
4985,66.08,152.16,40.13
4986,18.38,90.55,84.39
4987,87.37,158.67,75.49
4988,72.03,153.8,45.42
4989,87.75,133.55,86.29
4990,92.37,170.96,92.82
4991,117.05,187.84,58.32
4992,68.83,116.0,29.35
4993,41.0,47.49,92.42
4994,77.82,79.73,27.05
4995,8.21,151.66,14.36
4996,107.69,130.18,39.47
4997,14.33,35.56,75.43
4998,39.34,10.25,93.09
4999,97.89,136.59,67.36
5000,71.68,50.22,95.67
5001,47.24,99.93,18.31
5002,56.81,149.35,15.47
5003,102.55,112.53,64.38
5004,40.8,16.66,96.95
5005,104.36,37.12,55.24
5006,10.58,43.87,14.64
5007,93.22,51.57,29.91
5008,101.71,113.08,32.03
5009,21.82,100.79,40.41
5010,51.64,40.63,13.92
5011,19.86,13.51,91.44
5012,84.79,34.29,56.4
5013,64.24,196.88,70.38
5014,76.24,93.71,16.05
5015,23.58,173.47,14.87
5016,25.41,169.75,62.78
5017,4.98,102.3,89.86
5018,38.65,141.34,57.56
5019,67.17,38.55,89.0
5020,102.95,137.68,82.99
5021,80.03,54.48,16.83
5022,52.25,166.41,28.18
5023,114.37,16.74,69.19
5024,86.31,154.63,49.92
5025,111.62,19.99,36.16
5026,63.31,176.24,47.68
5027,31.07,60.84,50.07
5028,6.34,130.88,91.95
5029,87.13,97.5,19.31
5030,14.56,73.26,35.18
5031,36.33,129.09,58.38
5032,63.9,189.5,72.85
5033,67.73,8.25,66.76
5034,72.07,183.77,94.75
5035,19.95,121.82,81.6
5036,45.57,161.46,60.14
5037,74.06,76.77,29.32
5038,116.38,94.37,50.58
5039,87.32,173.77,72.4
5040,110.71,82.97,85.42
5041,91.47,106.93,96.38
5042,71.01,4.04,64.49
5043,23.04,31.72,57.42
5044,80.0,128.34,11.59
5045,74.81,143.4,16.49
5046,72.3,116.52,24.05
5047,58.77,28.66,14.93
5048,63.44,89.08,46.08
5049,40.13,71.02,40.32
5050,62.32,99.13,67.36
5051,23.71,174.07,58.21
5052,96.62,155.17,63.64
5053,22.29,16.8,52.48
5054,10.2,178.06,35.0
5055,52.35,94.35,95.75
5056,79.0,148.77,17.78
5057,52.53,28.01,94.5
5058,33.21,134.14,38.01
5059,66.98,47.27,56.14
5060,41.64,87.68,19.8
5061,111.94,3.37,16.38
5062,110.72,30.32,48.66
5063,60.28,18.42,76.75
5064,39.35,47.95,34.24
5065,88.46,20.0,60.61
5066,4.41,138.38,35.08
5067,56.97,5.81,44.98
5068,40.36,123.55,91.58
5069,110.46,28.14,87.03
5070,1.44,189.03,56.44
5071,66.34,186.62,31.43
5072,88.88,45.1,27.39
5073,58.2,122.88,95.87
5074,10.25,5.6,28.24
5075,116.7,186.36,82.74
5076,62.16,104.6,43.21
5077,73.7,8.64,98.71
5078,28.39,68.5,43.13
5079,58.02,15.37,41.64
5080,51.5,78.59,67.37
5081,8.99,133.99,96.54
5082,12.74,93.98,97.86
5083,100.5,76.74,73.65
5084,28.78,23.83,77.91
5085,23.39,48.99,60.71
5086,60.59,20.03,78.02
5087,92.25,161.5,87.38
5088,7.43,27.05,53.75
5089,69.22,119.07,65.79
5090,14.31,68.55,58.36
5091,4.38,45.2,60.62
5092,6.33,127.89,90.1
5093,100.1,91.4,42.01
5094,14.16,80.03,28.74
5095,5.42,118.57,51.07
5096,52.55,98.25,28.73
5097,101.28,60.7,54.86
5098,31.49,111.81,91.32
5099,50.61,133.9,65.57
5100,4.79,5.34,86.99
5101,53.89,93.17,24.96
5102,69.31,11.54,91.08
5103,68.51,37.28,64.16
5104,39.89,112.1,12.86
5105,37.86,173.24,66.98
5106,12.79,176.56,95.63
5107,44.02,13.99,17.13
5108,11.94,83.82,62.42
5109,91.99,116.6,92.39
5110,115.95,29.41,10.87
5111,116.41,153.09,66.78
5112,103.81,148.85,52.74
5113,72.1,180.67,41.23
5114,84.1,1.7,66.48
5115,34.22,43.34,14.74
5116,75.69,165.44,77.78
5117,54.68,134.12,10.4
5118,57.84,178.88,37.62
5119,90.93,11.44,55.36
5120,33.83,119.39,43.93
5121,38.16,113.81,37.67
5122,110.96,7.13,84.78
5123,6.75,102.7,94.13
5124,58.28,121.9,88.63
5125,109.54,38.26,57.02
5126,73.24,54.67,89.57
5127,65.57,128.07,92.88
5128,29.97,93.66,46.83
5129,41.19,171.6,35.51
5130,102.25,68.48,18.84
5131,67.11,53.33,53.12
5132,61.77,196.97,95.17
5133,11.95,182.23,60.48
5134,1.92,5.8,70.08
5135,115.64,154.15,20.16
5136,45.24,22.07,22.92
5137,72.39,5.5,51.8
5138,9.57,54.74,95.61
5139,81.97,53.87,42.47
5140,111.91,163.86,88.97
5141,69.08,142.13,20.83
5142,15.13,196.32,65.53
5143,69.81,142.3,64.06
5144,91.96,83.65,87.39
5145,48.77,139.79,10.3
5146,105.58,199.89,27.09
5147,77.84,142.03,29.77
5148,107.91,152.34,95.5
5149,74.82,187.67,23.83
5150,15.75,22.73,13.33
5151,37.16,140.96,58.1
5152,24.22,170.16,57.57
5153,109.06,190.88,85.96
5154,91.25,42.19,95.4
5155,81.17,100.79,58.47
5156,36.12,136.11,93.7
5157,22.09,49.49,75.26
5158,90.77,120.09,33.81
5159,56.9,51.52,93.56
5160,27.09,66.69,70.07
5161,73.99,88.3,47.27
5162,4.84,105.84,71.22
5163,39.14,89.87,46.12
5164,56.23,98.64,20.28
5165,17.76,59.72,74.71
5166,118.16,31.79,84.17
5167,25.09,9.47,75.59
5168,15.64,39.2,30.62
5169,24.42,116.39,96.1
5170,92.29,157.22,12.27
5171,51.06,33.85,39.94
5172,67.85,21.71,33.41
5173,2.52,149.86,14.33
5174,4.13,61.03,46.52
5175,53.5,190.3,66.08
5176,98.0,142.86,89.43
5177,106.23,65.35,99.07
5178,10.4,57.91,82.73
5179,64.6,104.74,52.18
5180,109.59,15.83,75.13
5181,46.56,23.54,85.93
5182,99.55,35.17,51.88
5183,16.04,154.94,80.65
5184,112.25,102.77,53.44
5185,90.17,2.11,44.78
5186,112.96,134.7,57.35
5187,81.19,84.74,70.83
5188,43.61,102.17,75.42
5189,112.58,42.82,42.11
5190,33.07,110.36,61.42
5191,39.86,195.83,91.89
5192,84.1,14.69,97.87
5193,91.84,56.78,30.45
5194,111.53,48.6,27.35
5195,24.58,49.71,70.9
5196,95.76,75.74,47.32
5197,88.63,163.62,12.18
5198,7.66,182.57,41.22
5199,46.47,40.44,82.61
5200,33.93,108.59,81.77
5201,36.54,127.38,54.52
5202,117.95,104.37,52.53
5203,77.13,86.82,62.16
5204,86.12,38.4,29.75
5205,117.19,97.64,57.34
5206,45.26,80.24,10.99
5207,96.22,159.11,52.8
5208,52.14,152.72,40.24
5209,104.34,26.8,70.74
5210,21.68,17.7,67.45
5211,113.72,181.63,44.28
5212,26.25,107.1,10.65
5213,39.15,171.56,32.7
5214,90.74,11.63,67.0
5215,47.25,105.3,16.51
5216,72.99,107.89,19.69
5217,53.35,172.14,68.23
5218,89.08,19.52,78.02
5219,27.4,48.09,38.94
5220,7.01,81.31,54.07
5221,35.99,173.17,95.11
5222,56.92,187.78,95.1
5223,20.16,198.54,37.68
5224,42.58,191.84,82.9
5225,48.0,1.19,63.45
5226,6.89,9.54,97.79
5227,70.0,29.52,52.99
5228,106.12,69.77,79.72
5229,18.21,165.98,79.13
5230,71.74,178.53,54.77
5231,79.77,37.37,81.61
5232,50.32,123.93,33.49
5233,84.13,183.47,21.0
5234,49.29,92.75,48.26
5235,60.56,20.71,94.93
5236,0.88,91.56,55.07
5237,83.01,75.16,67.17
5238,79.36,115.53,66.17
5239,4.61,87.73,21.93
5240,44.19,3.47,45.13
5241,117.48,198.8,73.62
5242,50.49,108.71,97.48
5243,60.23,94.73,25.12
5244,109.19,190.92,46.94
5245,86.07,31.17,18.56
5246,69.85,37.85,31.81
5247,95.74,161.6,43.91
5248,103.72,52.17,58.66
5249,54.83,159.85,30.75
5250,57.01,54.31,30.48
5251,46.33,6.64,80.0
5252,116.0,103.4,96.64
5253,83.66,39.34,39.13
5254,9.99,151.57,71.92
5255,103.56,128.24,33.23
5256,57.67,184.72,93.52
5257,8.25,156.6,70.56
5258,65.97,36.16,82.24
5259,50.06,160.03,14.44
5260,105.33,128.35,63.87
5261,24.48,133.79,57.49
5262,99.18,166.45,36.37
5263,66.92,114.76,33.62
5264,6.55,93.2,62.2
5265,116.62,127.33,73.58
5266,61.51,59.59,12.99
5267,34.91,36.52,61.07
5268,56.33,123.32,25.34
5269,102.94,46.77,22.63
5270,36.59,15.98,66.08
5271,23.12,0.11,37.98
5272,15.49,121.66,49.68
5273,35.74,72.43,42.4
5274,93.61,150.46,68.35
5275,56.6,75.04,52.31
5276,27.3,97.2,96.71
5277,19.94,81.42,41.71
5278,39.93,130.11,76.63
5279,112.79,71.23,33.16
5280,41.16,192.75,55.79
5281,118.57,187.23,59.73
5282,58.23,169.61,39.62
5283,21.5,184.06,52.46
5284,106.94,89.83,35.14
5285,55.24,107.29,10.54
5286,85.16,148.42,29.41
5287,118.05,139.23,73.01
5288,6.02,178.14,79.39
5289,11.6,143.27,35.22
5290,86.45,199.58,46.72
5291,33.82,69.7,13.36
5292,22.12,166.6,31.34
5293,4.72,139.53,80.13
5294,2.62,138.28,64.54
5295,92.94,65.17,28.52
5296,16.13,157.12,33.17
5297,56.13,180.08,83.51
5298,72.71,43.71,28.82
5299,51.4,125.1,40.07
5300,3.25,78.43,69.79
5301,94.02,197.91,60.5
5302,1.26,95.77,51.48
5303,91.43,45.66,90.98
5304,107.2,76.37,29.77
5305,51.94,130.77,76.73
5306,64.27,15.22,24.32
5307,57.24,120.72,65.42
5308,46.71,186.24,88.36
5309,106.49,170.07,51.21
5310,107.27,13.53,75.19
5311,40.3,198.68,83.84
5312,73.81,139.75,22.24
5313,111.23,32.46,73.52
5314,115.45,2.48,92.79
5315,61.08,34.26,61.87
5316,54.34,167.64,26.75
5317,33.44,4.33,21.42
5318,115.06,46.63,33.38
5319,17.14,151.46,19.32
5320,69.58,117.22,56.21
5321,33.91,156.55,16.27
5322,33.48,149.23,30.11
5323,48.6,10.12,49.59
5324,119.86,178.5,52.65
5325,6.6,45.41,60.89
5326,69.43,110.68,73.51
5327,9.91,128.86,14.25
5328,18.54,33.73,17.26
5329,52.75,195.25,15.48
5330,61.26,97.63,48.08
5331,31.06,11.53,13.77
5332,37.97,187.45,77.15
5333,10.44,117.25,30.07
5334,36.39,139.84,94.53
5335,115.99,105.04,53.78
5336,113.36,166.95,50.17
5337,40.19,6.63,80.25
5338,68.5,53.68,74.18
5339,109.15,93.93,64.66
5340,0.74,15.32,94.16
5341,97.28,141.18,48.0
5342,113.8,78.73,82.77
5343,10.96,54.53,44.21
5344,19.37,0.68,85.45
5345,115.29,143.97,33.35
5346,64.5,166.76,36.03
5347,1.7,79.01,71.01
5348,30.92,112.84,29.14
5349,53.99,45.54,30.62
5350,83.15,124.44,37.47
5351,87.98,2.43,71.1
5352,119.45,97.73,90.04
5353,34.5,128.84,70.71
5354,64.59,183.64,84.5
5355,64.0,76.27,58.92
5356,48.68,153.04,16.2
5357,20.3,119.54,19.04
5358,117.29,185.4,59.9
5359,102.4,79.68,39.5
5360,59.8,63.82,29.85
5361,72.39,177.43,51.96
5362,27.27,9.85,69.98
5363,65.25,27.28,44.65
5364,83.4,16.48,82.23
5365,61.82,168.62,76.47
5366,118.83,2.12,76.14
5367,73.36,172.33,98.67
5368,44.52,90.25,36.57
5369,92.66,0.81,68.03
5370,20.46,80.33,86.99
5371,46.14,37.36,62.16
5372,41.64,124.88,81.06
5373,51.82,135.87,47.3
5374,93.81,97.51,63.14
5375,58.1,8.1,15.01
5376,95.28,131.23,98.72
5377,69.18,168.41,82.0
5378,41.05,144.06,88.19
5379,97.2,165.99,72.49
5380,28.59,40.1,26.74
5381,26.93,177.78,12.79
5382,60.54,64.44,87.82
5383,31.3,2.68,45.67
5384,1.09,168.68,33.75
5385,77.8,188.36,60.55
5386,61.33,131.11,47.88
5387,53.46,46.29,68.65
5388,116.04,50.35,53.54
5389,68.54,93.32,72.75
5390,103.61,179.57,86.81
5391,16.73,29.92,27.6
5392,68.3,165.19,39.65
5393,104.16,58.26,49.31
5394,69.97,161.72,96.59
5395,86.16,184.05,42.88
5396,44.65,85.5,44.3
5397,11.09,73.01,68.81
5398,54.95,160.44,47.73
5399,47.34,105.9,95.61
5400,104.05,136.89,90.5
5401,29.28,124.57,56.21
5402,116.01,30.58,68.03
5403,114.98,168.96,15.22
5404,29.72,39.16,72.62
5405,41.77,186.46,73.65
5406,107.47,50.11,42.33
5407,115.99,146.78,29.77
5408,53.21,56.93,92.36
5409,38.52,63.56,48.4
5410,63.13,62.0,68.83
5411,82.53,149.58,13.0
5412,32.82,111.36,47.27
5413,88.38,176.59,83.55
5414,6.2,61.47,44.88
5415,5.92,138.4,64.28
5416,46.35,150.59,28.89
5417,42.42,30.3,47.49
5418,37.88,80.12,93.49
5419,58.92,96.56,60.98
5420,38.49,71.14,91.17
5421,23.07,64.42,91.18
5422,37.14,137.28,94.97
5423,116.99,43.17,90.59
5424,49.33,141.88,10.3
5425,53.37,187.01,94.06
5426,69.19,113.04,22.37
5427,118.0,122.29,13.59
5428,28.99,13.79,14.98
5429,81.75,172.9,41.4
5430,85.92,57.09,65.87
5431,72.88,123.01,46.21
5432,10.63,195.82,12.3
5433,81.22,119.1,52.88
5434,7.69,144.94,49.79
5435,71.54,89.06,78.12
5436,88.75,12.07,35.17
5437,25.32,159.52,29.58
5438,100.99,7.0,33.03
5439,3.64,140.13,37.34
5440,101.26,4.58,63.92
5441,55.24,172.46,52.44
5442,26.11,31.53,40.32
5443,16.05,102.85,43.69
5444,114.4,119.43,43.38
5445,8.72,91.51,97.52
5446,23.89,68.15,30.97
5447,41.74,93.56,83.63
5448,74.43,62.28,73.74
5449,65.38,87.62,10.5
5450,15.08,71.78,99.39
5451,34.77,113.24,78.08
5452,28.65,47.58,71.42
5453,25.63,197.73,46.48
5454,49.34,100.17,59.97
5455,84.48,38.83,32.79
5456,26.09,95.41,13.19
5457,44.0,173.28,85.24
5458,46.91,4.36,90.68
5459,117.17,135.91,24.62
5460,114.56,109.59,80.84
5461,96.02,33.91,76.7
5462,29.0,163.5,26.05
5463,8.16,73.78,47.96
5464,38.03,58.76,48.05
5465,32.02,165.63,78.4
5466,60.71,127.71,85.39
5467,93.33,179.65,18.53
5468,103.0,125.98,60.67
5469,101.38,148.16,78.56
5470,43.16,167.29,80.76
5471,82.47,10.95,23.32
5472,37.54,155.21,57.3
5473,7.31,122.74,87.18
5474,84.19,13.9,38.67
5475,1.18,101.72,48.26
5476,49.1,16.49,82.39
5477,39.53,147.19,18.04
5478,83.21,109.3,87.35
5479,91.95,190.71,38.0
5480,36.49,36.63,10.13
5481,97.4,121.21,31.07
5482,35.27,42.32,18.06
5483,53.56,122.81,18.31
5484,87.24,144.53,72.36
5485,83.15,144.46,29.26
5486,118.48,163.01,94.13
5487,27.02,170.71,56.48
5488,79.48,15.45,51.41
5489,73.16,68.65,49.09
5490,109.81,137.42,72.33
5491,18.76,99.72,50.7
5492,90.22,38.14,21.57
5493,68.19,110.54,89.22
5494,32.96,81.49,48.56
5495,56.93,78.01,16.66
5496,40.05,161.95,57.64
5497,69.52,81.52,68.26
5498,106.68,5.29,34.8
5499,68.32,11.61,82.03
5500,75.81,171.25,70.28
5501,62.25,192.12,68.53
5502,6.14,137.68,47.87
5503,27.94,72.87,96.57
5504,59.04,187.72,34.68
5505,37.23,132.56,61.99
5506,21.81,168.87,37.81
5507,60.5,153.17,77.03
5508,38.74,75.83,14.3
5509,30.97,95.74,14.13
5510,55.68,37.23,82.98
5511,15.99,58.4,49.08
5512,111.33,155.63,40.71
5513,104.12,178.8,64.68
5514,84.91,144.89,73.17
5515,12.75,93.03,28.11
5516,93.11,17.3,26.69
5517,96.95,11.39,96.23
5518,92.13,74.87,63.07
5519,13.68,92.76,45.11
5520,77.27,121.82,82.13
5521,100.12,1.3,57.26
5522,69.28,197.94,31.75
5523,77.57,72.79,28.61
5524,55.0,169.62,45.72
5525,63.44,106.99,87.39
5526,4.13,26.09,15.53
5527,76.68,159.51,29.67
5528,9.77,141.97,90.38
5529,52.2,105.49,20.96
5530,35.12,102.91,66.67
5531,65.45,17.5,29.22
5532,16.01,131.17,64.53
5533,83.0,182.25,44.48
5534,95.4,18.65,19.15
5535,19.6,52.7,62.42
5536,12.52,180.46,71.47
5537,17.46,56.87,71.22
5538,105.26,130.79,67.33
5539,63.38,106.96,55.02
5540,56.07,119.27,56.75
5541,12.81,83.16,67.21
5542,77.95,60.0,72.12
5543,104.16,9.71,68.94
5544,99.38,148.86,62.83
5545,75.13,149.22,24.03
5546,9.03,134.15,28.96
5547,13.49,128.73,33.42
5548,5.92,48.74,92.77
5549,30.9,4.47,78.35
5550,16.28,161.74,59.76
5551,31.21,98.23,32.69
5552,46.21,61.37,19.98
5553,113.16,20.39,90.89
5554,73.25,12.54,90.34
5555,100.2,69.77,19.96
5556,85.24,160.95,81.75
5557,13.5,183.74,50.2
5558,88.31,179.35,39.16
5559,33.01,184.0,76.52
5560,76.69,181.55,65.29
5561,40.92,105.44,80.2
5562,119.72,43.88,16.69
5563,31.63,159.61,38.67
5564,33.5,42.74,38.74
5565,111.68,53.44,39.68
5566,2.96,46.65,55.22
5567,83.6,103.0,35.47
5568,87.04,64.37,49.99
5569,100.37,30.83,43.1
5570,116.93,90.63,76.18
5571,117.07,174.78,64.32
5572,7.83,114.11,68.83
5573,98.62,175.67,28.95
5574,77.56,39.17,39.3
5575,77.68,33.39,11.9
5576,15.4,115.12,19.75
5577,78.02,92.67,33.85
5578,117.9,132.03,15.89
5579,109.42,158.93,64.24
5580,52.7,150.26,99.83
5581,4.79,188.45,19.07
5582,43.48,79.65,83.91
5583,99.17,41.28,20.69
5584,84.18,110.18,70.29
5585,55.12,22.15,67.88
5586,6.61,57.77,91.24
5587,51.23,41.58,20.26
5588,56.28,79.31,38.39
5589,111.43,22.24,18.17
5590,76.93,6.37,46.66
5591,37.4,131.36,92.04
5592,63.04,122.05,80.34
5593,7.93,141.67,75.06
5594,116.71,132.08,57.97
5595,43.21,22.86,89.51
5596,57.34,58.22,50.45
5597,42.63,25.91,23.47
5598,81.9,168.59,85.38
5599,79.47,149.38,35.17
5600,85.84,40.31,14.83
5601,32.18,68.26,21.34
5602,37.88,193.32,64.82
5603,15.03,118.83,64.64
5604,78.66,160.23,33.42
5605,4.78,52.92,75.45
5606,71.72,42.01,79.63
5607,104.36,156.78,92.85
5608,106.9,137.17,62.64
5609,53.88,136.2,80.15
5610,55.12,110.53,77.78
5611,9.24,112.72,33.2
5612,80.49,147.14,37.92
5613,98.55,54.0,53.06
5614,29.36,70.55,11.71
5615,50.56,174.33,36.77
5616,100.66,61.77,52.65
5617,105.25,109.26,19.73
5618,29.18,140.53,21.36
5619,66.07,199.98,51.69
5620,23.1,87.06,75.79
5621,12.23,85.62,85.04
5622,109.33,168.52,59.17
5623,98.46,161.1,52.73
5624,91.2,146.22,44.59
5625,5.85,92.65,27.37
5626,101.25,64.79,23.19
5627,52.57,121.75,81.27
5628,41.09,175.24,51.85
5629,65.58,176.76,81.13
5630,10.96,21.7,73.37
5631,90.8,85.67,27.45
5632,69.89,92.94,55.93
5633,22.39,195.52,49.96
5634,22.59,135.6,48.15
5635,22.11,81.45,58.83
5636,6.84,5.21,98.39
5637,70.54,113.08,83.16
5638,100.84,19.22,91.33
5639,2.1,166.89,12.67
5640,5.88,150.5,22.63
5641,68.73,92.1,17.63
5642,98.34,85.84,33.69
5643,39.21,179.47,49.77
5644,41.95,57.69,67.78
5645,71.56,49.8,55.07
5646,32.91,187.84,91.29
5647,3.19,161.85,94.59
5648,88.23,164.13,24.72
5649,75.08,39.04,86.76
5650,69.69,28.66,53.35
5651,89.0,5.21,50.8
5652,81.03,47.41,80.64
5653,24.71,154.84,18.38
5654,42.3,48.01,89.42
5655,15.13,145.82,70.38
5656,15.58,50.38,88.77
5657,81.14,79.06,99.5
5658,103.03,196.63,56.62
5659,115.53,48.96,18.39
5660,75.4,75.27,24.99
5661,22.09,60.22,39.13
5662,12.68,21.92,19.32
5663,97.54,97.98,83.38
5664,69.45,75.74,36.72
5665,74.19,138.98,97.83
5666,93.78,163.52,73.23
5667,84.39,108.85,25.61
5668,100.13,6.44,52.84
5669,6.75,123.78,52.02
5670,89.7,11.08,54.33
5671,102.1,123.27,58.21
5672,34.34,137.01,12.81
5673,76.85,39.55,71.77
5674,37.7,163.87,53.85
5675,114.96,182.22,81.19
5676,4.01,162.62,83.38
5677,69.58,61.02,30.75
5678,19.98,117.33,14.36
5679,85.47,182.96,73.29
5680,21.11,64.13,98.0
5681,28.25,164.01,50.2
5682,59.32,1.9,33.37
5683,109.78,0.73,24.1
5684,25.41,151.94,35.87
5685,17.31,152.29,39.51
5686,91.08,157.8,48.15
5687,60.07,186.01,68.99
5688,109.41,23.58,34.58
5689,17.59,46.4,14.59
5690,77.51,180.74,43.6
5691,27.95,35.45,87.01
5692,18.81,136.45,54.85
5693,82.01,106.09,96.83
5694,71.24,16.64,55.33
5695,90.58,57.05,34.83
5696,37.14,104.07,27.4
5697,53.76,170.47,72.51
